programming_experience,java_experience,complexity,MinNameQuality,MinInternalDocumentation,MinExternalDocumentation,MinExternalPopularity,MeanInternalDocumentation,MeanExternalDocumentation,MeanExternalPopularity,MaxNameQuality,MaxInternalDocumentation,Readability,READABILITY.New.Identifiers.words.AVG,READABILITY.New.Abstractness.words.AVG,READABILITY.New.Abstractness.words.MAX,READABILITY.New.Commented.words.AVG,READABILITY.New.Synonym.commented.words.AVG,READABILITY.New.Synonym.commented.words.MAX,READABILITY.New.Comments.readability,READABILITY.New.Number.of.senses.AVG,READABILITY.New.Number.of.senses.MAX,READABILITY.New.Text.Coherence.AVG,READABILITY.New.Text.Coherence.MIN,READABILITY.New.Text.Coherence.MAX,READABILITY.BW.Avg.Assignment,READABILITY.BW.Avg.blank.lines,READABILITY.BW.Avg.commas,READABILITY.BW.Avg.comments,READABILITY.BW.Avg.comparisons,READABILITY.BW.Avg.Identifiers.Length,READABILITY.BW.Avg.conditionals,READABILITY.BW.Avg.indentation.length,READABILITY.BW.Avg.keywords,READABILITY.BW.Avg.line.length,READABILITY.BW.Avg.loops,READABILITY.BW.Avg.number.of.identifiers,READABILITY.BW.Avg.numbers,READABILITY.BW.Avg.operators,READABILITY.BW.Avg.parenthesis,READABILITY.BW.Avg.periods,READABILITY.BW.Max.Identifiers.Length,READABILITY.BW.Max.keywords,READABILITY.BW.Max.line.length,READABILITY.BW.Max.number.of.identifiers,READABILITY.BW.Max.char,READABILITY.BW.Max.words,READABILITY.Posnett.entropy,READABILITY.Posnett.volume,READABILITY.Posnett.lines,READABILITY.Dorn.DFT.Assignments,READABILITY.Dorn.DFT.Comparisons,READABILITY.Dorn.DFT.Conditionals,READABILITY.Dorn.DFT.Indentations,READABILITY.Dorn.DFT.LineLengths,READABILITY.Dorn.DFT.Numbers,READABILITY.Dorn.DFT.Operators,READABILITY.Dorn.Visual.X.Comments,READABILITY.Dorn.Visual.X.Numbers,READABILITY.Dorn.Visual.X.Strings,READABILITY.Dorn.Visual.Y.Strings,READABILITY.Dorn.Visual.X.Literals,READABILITY.Dorn.Areas.Identifiers,READABILITY.Dorn.Areas.Keywords,READABILITY.Dorn.Areas.Strings,READABILITY.Dorn.Areas.Operators,READABILITY.Dorn.Areas.Keywords.Identifiers,READABILITY.Dorn.Areas.Operators.Identifiers,READABILITY.Dorn.align.blocks,KASTO.NestedBlocks,KASTO.NumberOfParameters,KASTO.NumberOfStatements,ABU50
3,2,2,0.5,0,388,0,0.5,1479.25,0,1,1,0.23838903,0.786982249,4.447368421,12,0.165680473,7.40625,31,100,6.591715976,37,0,1,0,0.56,0.142857143,0.34,0.023255814,0,6.80620155,0,0.19047619,0.166666667,32.71428571,0,3.071428571,0.952380952,0.34,0.7,0.595238095,22,3,83,7,170,28,5.071778572,1860.670538,56,48,1,1,50,31,50,50,85,84.98214286,84.98214286,54.96511628,0,0.495527728,0.016696482,0.157423971,0.1019678,0.033694344,0.205776173,50,1,0,34,0
3,3,2,0.5,0,388,0,0.5,1479.25,0,1,1,0.23838903,0.786982249,4.447368421,12,0.165680473,7.40625,31,100,6.591715976,37,0,1,0,0.56,0.142857143,0.34,0.023255814,0,6.80620155,0,0.19047619,0.166666667,32.71428571,0,3.071428571,0.952380952,0.34,0.7,0.595238095,22,3,83,7,170,28,5.071778572,1860.670538,56,48,1,1,50,31,50,50,85,84.98214286,84.98214286,54.96511628,0,0.495527728,0.016696482,0.157423971,0.1019678,0.033694344,0.205776173,50,1,0,34,1
3,1,4,0.833333333,0,0,0.00015974,0.555555556,0.004690803,0.277836217,1,1,0.258783221,0.897777778,4.714285714,12,0.035555556,2.111888112,14,100,7.475555556,45,0.541440322,0.096225045,0.949546915,0.243243243,0.052631579,0.513513514,0.027777778,0.243243243,10.28947368,0.142857143,14.97142857,0.714285714,59.77142857,0.057142857,3.257142857,0.085714286,0,1.189189189,0.771428571,22,3,125,9,637,18,4.484444409,2058.32621,38,37,37,37,37,33,37,1,120,119.7368421,0,0,0,0.553824363,0.047686497,0,0.085930123,0.086104007,0.155157715,32,3.5,5,23,0
3,3,3,0.5,0,0.001849894,0.000810109,0.375,0.001849894,0.000810109,0.875,1,0.527288437,0.795918367,4.582278481,10,0.479591837,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,22,3,119,8,315,12,4.402711552,1072.40958,31,26,27,27,1,28,25,27,118.9677419,119,0,0,0,0.480417755,0.064403829,0,0.098346388,0.134057971,0.204710145,22,2,2,17,0
3,1,3,0.5,0,0.001849894,0.000810109,0.375,0.001849894,0.000810109,0.875,1,0.527288437,0.795918367,4.582278481,10,0.479591837,1.937062937,8,100,9.642857143,45,0.593157773,0.316227766,1,0.222222222,0,0.259259259,0.035714286,0.074074074,9.2,0.148148148,9.185185185,0.62962963,38.44444444,0,2.222222222,0.111111111,0.037037037,1.074074074,0.62962963,22,3,119,8,315,12,4.402711552,1072.40958,31,26,27,27,1,28,25,27,118.9677419,119,0,0,0,0.480417755,0.064403829,0,0.098346388,0.134057971,0.204710145,22,2,2,17,0
3,1,7,0.75,1,0,0,1,0.001849894,0.061222559,0.75,1,0.327948004,0.838709677,4.687179487,11,0.032258065,4.180379747,25,100,6.612903226,44,0.411582867,0.068041382,0.881917104,0.188405797,0,0.072463768,0.014285714,0.101449275,7.917197452,0.072463768,13.01449275,0.434782609,38.2173913,0.043478261,2.275362319,0.028985507,0.072463768,0.869565217,0.594202899,30,3,100,13,1021,17,4.065431924,2537.665601,70,69,69,69,69,55,69,69,100,98.94285714,99.95714286,68.87128713,0,0.410558299,0.042916825,0.08355488,0.088492214,0.10453284,0.215541166,60,3.4,0,44,0
3,2,4,0.75,0,0,0.000372806,0,0.003303383,0.002132878,1,0,0.53469938,0.842975207,4.311320755,10,0.388429752,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,21,2,95,9,377,11,4.486087257,1015.894114,40,34,1,34,29,34,34,34,93.4,96,95.95,38.79381443,0,0.365103766,0.044581091,0.100691776,0.082244427,0.122105263,0.225263158,29,2,1,15,0
3,1,4,0.75,0,0,0.000372806,0,0.003303383,0.002132878,1,0,0.53469938,0.842975207,4.311320755,10,0.388429752,1.950617284,12,100,10.70247934,37,0.370654145,0.097590007,0.866666667,0.117647059,0.175,0.088235294,0.205882353,0,8.455882353,0.148148148,9.62962963,0.555555556,40,0,2.518518519,0.037037037,0.117647059,0.970588235,0.481481481,21,2,95,9,377,11,4.486087257,1015.894114,40,34,1,34,29,34,34,34,93.4,96,95.95,38.79381443,0,0.365103766,0.044581091,0.100691776,0.082244427,0.122105263,0.225263158,29,2,1,15,0
3,1,4,1,0.5,0.136095112,0,0.5,0.136095112,0,1,0.5,0.772827685,0.972222222,4.542857143,8,2.388888889,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,24,1,91,6,235,20,4.901690841,299.5579126,49,12,12,12,12,34,1,1,98.95918367,0,98.91836735,47.83,0,0.089442139,0.007376671,0.022591056,0.017980636,0.082474227,0.201030928,52,3,1,5,0
3,2,4,1,0.5,0.136095112,0,0.5,0.136095112,0,1,0.5,0.772827685,0.972222222,4.542857143,8,2.388888889,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,24,1,91,6,235,20,4.901690841,299.5579126,49,12,12,12,12,34,1,1,98.95918367,0,98.91836735,47.83,0,0.089442139,0.007376671,0.022591056,0.017980636,0.082474227,0.201030928,52,3,1,5,0
3,2,4,1,0.5,0.136095112,0,0.5,0.136095112,0,1,0.5,0.772827685,0.972222222,4.542857143,8,2.388888889,4.953488372,15,100,9.555555556,37,0.902948627,0.856348839,0.966091783,0.166666667,0,0.083333333,0.333333333,0.166666667,9.75,0.166666667,0.25,0.333333333,27.75,0,2,0,0,0.833333333,0.583333333,24,1,91,6,235,20,4.901690841,299.5579126,49,12,12,12,12,34,1,1,98.95918367,0,98.91836735,47.83,0,0.089442139,0.007376671,0.022591056,0.017980636,0.082474227,0.201030928,52,3,1,5,0
3,1,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,1
3,2,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,1
3,1,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,0
3,3,2,0.666666667,0,0.005021415,0.004173861,0.597434483,0.005021415,0.004173861,1,1,0.504893064,0.776785714,5.825842697,10,0.200892857,6.121338912,34,100,8.348214286,45,0,1,0,0,0.027027027,1.090909091,0.085714286,0,10.13740458,0,0,0.375,55.4375,0,4.09375,0.09375,0,1.484848485,0.78125,22,1,102,7,152,38,5.294405323,1839.406032,37,1,1,1,1,37,33,1,104,0,103.8378378,35.92380952,0,0.547076313,0.020317146,0.164023786,0.086719524,0.037137681,0.158514493,312,1,0,29,1
3,1,6,0.217948718,0,0.115344853,0.016815234,0.457742593,0.393590312,0.038424419,0.9,1,0.201767042,0.826271186,5.146226415,10,0.11440678,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,38,3,132,13,224,24,4.812609729,2511.159476,63,60,60,60,60,62,60,60,136,135.7460317,136,61.89051095,0,0.580964686,0.047803618,0.032299742,0.108527132,0.082283173,0.186805041,92,4.5,2,38,1
3,2,6,0.217948718,0,0.115344853,0.016815234,0.457742593,0.393590312,0.038424419,0.9,1,0.201767042,0.826271186,5.146226415,10,0.11440678,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,38,3,132,13,224,24,4.812609729,2511.159476,63,60,60,60,60,62,60,60,136,135.7460317,136,61.89051095,0,0.580964686,0.047803618,0.032299742,0.108527132,0.082283173,0.186805041,92,4.5,2,38,0
3,2,6,0.217948718,0,0.115344853,0.016815234,0.457742593,0.393590312,0.038424419,0.9,1,0.201767042,0.826271186,5.146226415,10,0.11440678,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,38,3,132,13,224,24,4.812609729,2511.159476,63,60,60,60,60,62,60,60,136,135.7460317,136,61.89051095,0,0.580964686,0.047803618,0.032299742,0.108527132,0.082283173,0.186805041,92,4.5,2,38,0
3,2,6,0.217948718,0,0.115344853,0.016815234,0.457742593,0.393590312,0.038424419,0.9,1,0.201767042,0.826271186,5.146226415,10,0.11440678,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,38,3,132,13,224,24,4.812609729,2511.159476,63,60,60,60,60,62,60,60,136,135.7460317,136,61.89051095,0,0.580964686,0.047803618,0.032299742,0.108527132,0.082283173,0.186805041,92,4.5,2,38,0
3,3,6,0.217948718,0,0.115344853,0.016815234,0.457742593,0.393590312,0.038424419,0.9,1,0.201767042,0.826271186,5.146226415,10,0.11440678,3.248251748,17,100,8.080508475,45,0.437469558,0.110431526,1,0.25,0.031746032,0.316666667,0.016949153,0.1,10.07857143,0.068965517,0,0.5,33.43103448,0.068965517,2.413793103,0.086206897,0.133333333,1.066666667,0.586206897,38,3,132,13,224,24,4.812609729,2511.159476,63,60,60,60,60,62,60,60,136,135.7460317,136,61.89051095,0,0.580964686,0.047803618,0.032299742,0.108527132,0.082283173,0.186805041,92,4.5,2,38,0
3,2,4,0.238095238,0,0.115344853,0.016815234,0.5814,0.277174716,0.030481282,0.75,1,0.322193861,0.827956989,4.215189873,10,0,1.758333333,8,0,12.05376344,45,0.432031389,0.190692518,0.872278376,0.2,0.066666667,0,0.034482759,0,9.379310345,0.035714286,0,0.642857143,28.17857143,0,2.071428571,0.035714286,0.066666667,0.9,0.5,20,3,93,7,79,8,4.801703655,986.4507295,30,30,1,30,30,30,30,30,0,0,0,0,0,0.608258929,0.107142857,0,0.1015625,0.176146789,0.166972477,21,3,1,17,0
3,1,4,0.238095238,0,0.115344853,0.016815234,0.5814,0.277174716,0.030481282,0.75,1,0.322193861,0.827956989,4.215189873,10,0,1.758333333,8,0,12.05376344,45,0.432031389,0.190692518,0.872278376,0.2,0.066666667,0,0.034482759,0,9.379310345,0.035714286,0,0.642857143,28.17857143,0,2.071428571,0.035714286,0.066666667,0.9,0.5,20,3,93,7,79,8,4.801703655,986.4507295,30,30,1,30,30,30,30,30,0,0,0,0,0,0.608258929,0.107142857,0,0.1015625,0.176146789,0.166972477,21,3,1,17,0
3,1,3,0.5,0,0.000443066,0.145789743,0.499855,0.041586669,0.145789743,0.833333333,1,0.499673694,0.81512605,5.180952381,10,1.378151261,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,32,2,111,9,165,17,4.821928084,1115.802425,47,35,34,35,35,46,1,1,114.9787234,0,115,44.81034483,115,0.432122371,0.021032505,0.010197578,0.072020395,0.048672566,0.166666667,77,2.666666667,4,16,0
3,2,3,0.5,0,0.000443066,0.145789743,0.499855,0.041586669,0.145789743,0.833333333,1,0.499673694,0.81512605,5.180952381,10,1.378151261,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,32,2,111,9,165,17,4.821928084,1115.802425,47,35,34,35,35,46,1,1,114.9787234,0,115,44.81034483,115,0.432122371,0.021032505,0.010197578,0.072020395,0.048672566,0.166666667,77,2.666666667,4,16,0
3,3,3,0.5,0,0.000443066,0.145789743,0.499855,0.041586669,0.145789743,0.833333333,1,0.499673694,0.81512605,5.180952381,10,1.378151261,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,32,2,111,9,165,17,4.821928084,1115.802425,47,35,34,35,35,46,1,1,114.9787234,0,115,44.81034483,115,0.432122371,0.021032505,0.010197578,0.072020395,0.048672566,0.166666667,77,2.666666667,4,16,0
3,3,3,0.5,0,0.000443066,0.145789743,0.499855,0.041586669,0.145789743,0.833333333,1,0.499673694,0.81512605,5.180952381,10,1.378151261,3.431818182,9,100,7.798319328,37,0.444122681,0.138675049,0.956182887,0.171428571,0.063829787,0.028571429,0.255813953,0.171428571,9.452054795,0.0625,0,0.25,28.90625,0,2.28125,0,0,0.8,0.59375,32,2,111,9,165,17,4.821928084,1115.802425,47,35,34,35,35,46,1,1,114.9787234,0,115,44.81034483,115,0.432122371,0.021032505,0.010197578,0.072020395,0.048672566,0.166666667,77,2.666666667,4,16,0
3,3,2,0.694444444,1,94,0.043560084,1,1014,0.559009903,0.694444444,1,0.188220963,0.821292776,5.844036697,11,0.296577947,7.876876877,34,20.38,5.049429658,45,0,1,0,0.023809524,0.068181818,0,0.071428571,0.095238095,10.304,0,9.948717949,0.846153846,51.41025641,0,3.205128205,0,0,1.428571429,0.692307692,32,1,87,5,439,36,4.575299685,1983.006382,44,42,42,1,42,1,1,1,0,0,0,0,0,0.592183908,0.048275862,0,0.085057471,0.081521739,0.14363354,101,1,1,27,1
3,2,4,0.5,1,0,0,1,918.3333333,0.170606495,0.75,1,0.694329858,0.793103448,5.611111111,10,0.25862069,1.739583333,12,100,7.775862069,37,0.495496901,0.166666667,0.87988269,0.033333333,0.2,0.033333333,0.115384615,0,6.714285714,0,15.13043478,0.826086957,32.95652174,0,1.52173913,0,0.066666667,0.5,0.391304348,12,5,64,5,403,6,3.848860757,603.9395514,35,30,1,1,30,30,1,30,73.82857143,0,0,0,0,0.256550218,0.097161572,0,0.063318777,0.378723404,0.246808511,3,2.5,2,16,1
3,3,5,1,1,17,0.000252794,1,715.2272727,0.218853435,1,1,0.184699863,0.7265625,5.553398058,12,1.1015625,3.731343284,16,100,9.8125,37,0.316712158,0.079056942,0.984250984,0.173076923,0.057142857,0.057692308,0.186440678,0.192307692,7.120879121,0.125,19.58333333,0.5,40.5,0.041666667,1.895833333,0.083333333,0.038461538,1,0.5,16,2,89,8,1167,15,3.827446245,1852.324932,70,51,52,51,52,65,52,52,102.9857143,103,103,69,103,0.245461422,0.034795764,0.001134644,0.066565809,0.141756549,0.271186441,35,4.5,1,31,0
3,3,3,0.162860577,0.1831,1843,0,0.553744318,1843,0,1,1,0.631089926,0.861702128,3.94047619,10,0.010638298,0.622047244,5,100,9.755319149,37,0.466578141,0.213200716,0.978019294,0.03125,0.029411765,0.125,0.088235294,0,9.682926829,0.064516129,12.64516129,0.193548387,31.16129032,0,1.322580645,0,0.34375,0.875,0.35483871,27,1,112,8,432,11,4.163395899,804.2346001,34,32,1,32,32,34,1,32,112,0,111.9705882,32.94690265,0,0.359698682,0.026365348,0.04613936,0.084745763,0.073298429,0.235602094,7,2,1,6,1
3,1,3,0.162860577,0.1831,1843,0,0.553744318,1843,0,1,1,0.631089926,0.861702128,3.94047619,10,0.010638298,0.622047244,5,100,9.755319149,37,0.466578141,0.213200716,0.978019294,0.03125,0.029411765,0.125,0.088235294,0,9.682926829,0.064516129,12.64516129,0.193548387,31.16129032,0,1.322580645,0,0.34375,0.875,0.35483871,27,1,112,8,432,11,4.163395899,804.2346001,34,32,1,32,32,34,1,32,112,0,111.9705882,32.94690265,0,0.359698682,0.026365348,0.04613936,0.084745763,0.073298429,0.235602094,7,2,1,6,0
3,3,3,0.75,0.5,0,0,0.5,234.9393939,0.006295344,0.75,0.5,0.361793697,0.847222222,5.3125,11,0,2.585106383,14,0,4.819444444,45,0.522544307,0.142857143,1,0.066666667,0,0.2,0.02173913,0.177777778,9.333333333,0,0,0.666666667,27.08888889,0,2.066666667,0.044444444,0.022222222,1.088888889,0.333333333,22,3,96,7,153,13,4.923989992,1698.504973,45,45,45,1,45,34,45,45,0,0,100.9777778,43.89215686,0,0.57122905,0.091480447,0.028631285,0.108938547,0.160146699,0.190709046,75,6.4,0,21,0
3,1,2,0.75,0,2363,0.010923062,0.25,3635.333333,0.026598577,1,1,0.543387294,0.827338129,3.698275862,12,0.446043165,8.671232877,29,100,10.74820144,41,0,1,0,0.310344828,0.1875,0.275862069,0.041666667,0,6.912621359,0,0,0.304347826,41.60869565,0,4.47826087,1.130434783,0,1,0.826086957,33,3,89,10,105,14,4.7742856,1128.663069,32,29,1,1,29,32,29,1,91,0,90.96875,30.92391304,0,0.566884939,0.031805426,0.145930776,0.110383536,0.056105611,0.194719472,33,1,0,23,0
3,3,3,0.875,0,31,0.005374101,0.1912625,1208.125,0.005374101,1,0.647575,0.654066205,0.845238095,5.095890411,10,0.178571429,1.892156863,10,100,11.75,45,0.427113299,0.226455407,0.707106781,0.060606061,0.235294118,0.060606061,0.038461538,0,8.980769231,0.04,0,0.52,25.28,0,2.08,0.16,0,0.666666667,0.28,51,3,84,7,73,7,4.852884667,735.9083149,34,33,1,33,33,31,1,1,85,0,84.94117647,32.52325581,0,0.561983471,0.097796143,0.063360882,0.099173554,0.174019608,0.176470588,22,3.333333333,0,10,0
3,2,4,0.888888889,0,81,0.101894477,0.425603571,4231.5,0.129986616,1,1,0.3075656,0.831325301,5.210526316,10,0,1.713043478,8,0,7.126506024,45,0.371606558,0.175411604,0.74023321,0.23255814,0,0.23255814,0.022727273,0.093023256,8.796116505,0.069767442,8.744186047,0.488372093,37.58139535,0,2.395348837,0.069767442,0.069767442,0.930232558,0.604651163,25,3,122,9,443,11,4.670659027,1828.019148,43,43,43,43,41,42,43,43,0,121.7209302,122,41.87804878,0,0.516089109,0.047029703,0.056311881,0.100866337,0.091127098,0.195443645,53,3,2,27,0
3,1,4,0.888888889,0,81,0.101894477,0.425603571,4231.5,0.129986616,1,1,0.3075656,0.831325301,5.210526316,10,0,1.713043478,8,0,7.126506024,45,0.371606558,0.175411604,0.74023321,0.23255814,0,0.23255814,0.022727273,0.093023256,8.796116505,0.069767442,8.744186047,0.488372093,37.58139535,0,2.395348837,0.069767442,0.069767442,0.930232558,0.604651163,25,3,122,9,443,11,4.670659027,1828.019148,43,43,43,43,41,42,43,43,0,121.7209302,122,41.87804878,0,0.516089109,0.047029703,0.056311881,0.100866337,0.091127098,0.195443645,53,3,2,27,0
3,3,4,0.888888889,0,81,0.101894477,0.425603571,4231.5,0.129986616,1,1,0.3075656,0.831325301,5.210526316,10,0,1.713043478,8,0,7.126506024,45,0.371606558,0.175411604,0.74023321,0.23255814,0,0.23255814,0.022727273,0.093023256,8.796116505,0.069767442,8.744186047,0.488372093,37.58139535,0,2.395348837,0.069767442,0.069767442,0.930232558,0.604651163,25,3,122,9,443,11,4.670659027,1828.019148,43,43,43,43,41,42,43,43,0,121.7209302,122,41.87804878,0,0.516089109,0.047029703,0.056311881,0.100866337,0.091127098,0.195443645,53,3,2,27,0
3,3,4,0.888888889,0,81,0.101894477,0.425603571,4231.5,0.129986616,1,1,0.3075656,0.831325301,5.210526316,10,0,1.713043478,8,0,7.126506024,45,0.371606558,0.175411604,0.74023321,0.23255814,0,0.23255814,0.022727273,0.093023256,8.796116505,0.069767442,8.744186047,0.488372093,37.58139535,0,2.395348837,0.069767442,0.069767442,0.930232558,0.604651163,25,3,122,9,443,11,4.670659027,1828.019148,43,43,43,43,41,42,43,43,0,121.7209302,122,41.87804878,0,0.516089109,0.047029703,0.056311881,0.100866337,0.091127098,0.195443645,53,3,2,27,1
3,2,4,0.095238095,0,2,0.000619426,0.024390244,995,0.269905319,1,1,0.143917128,0.871681416,5.200934579,12,0.066371681,5.027272727,27,100,9.292035398,45,0.420971687,0.149071198,0.843274043,0.555555556,0.015625,0.142857143,0.015873016,0.349206349,7.103896104,0.258064516,5.225806452,0.596774194,32.66129032,0,2.483870968,0.129032258,0.111111111,1.333333333,0.725806452,37,3,101,7,496,19,4.5700694,3163.585151,64,63,63,57,1,61,62,63,101,101,0,0,0,0.526039178,0.056378404,0,0.153368371,0.107175295,0.291553134,38,2.416666667,3,44,0
3,2,4,0.095238095,0,2,0.000619426,0.024390244,995,0.269905319,1,1,0.143917128,0.871681416,5.200934579,12,0.066371681,5.027272727,27,100,9.292035398,45,0.420971687,0.149071198,0.843274043,0.555555556,0.015625,0.142857143,0.015873016,0.349206349,7.103896104,0.258064516,5.225806452,0.596774194,32.66129032,0,2.483870968,0.129032258,0.111111111,1.333333333,0.725806452,37,3,101,7,496,19,4.5700694,3163.585151,64,63,63,57,1,61,62,63,101,101,0,0,0,0.526039178,0.056378404,0,0.153368371,0.107175295,0.291553134,38,2.416666667,3,44,0
3,1,4,0.095238095,0,2,0.000619426,0.024390244,995,0.269905319,1,1,0.143917128,0.871681416,5.200934579,12,0.066371681,5.027272727,27,100,9.292035398,45,0.420971687,0.149071198,0.843274043,0.555555556,0.015625,0.142857143,0.015873016,0.349206349,7.103896104,0.258064516,5.225806452,0.596774194,32.66129032,0,2.483870968,0.129032258,0.111111111,1.333333333,0.725806452,37,3,101,7,496,19,4.5700694,3163.585151,64,63,63,57,1,61,62,63,101,101,0,0,0,0.526039178,0.056378404,0,0.153368371,0.107175295,0.291553134,38,2.416666667,3,44,0
3,3,4,0.095238095,0,2,0.000619426,0.024390244,995,0.269905319,1,1,0.143917128,0.871681416,5.200934579,12,0.066371681,5.027272727,27,100,9.292035398,45,0.420971687,0.149071198,0.843274043,0.555555556,0.015625,0.142857143,0.015873016,0.349206349,7.103896104,0.258064516,5.225806452,0.596774194,32.66129032,0,2.483870968,0.129032258,0.111111111,1.333333333,0.725806452,37,3,101,7,496,19,4.5700694,3163.585151,64,63,63,57,1,61,62,63,101,101,0,0,0,0.526039178,0.056378404,0,0.153368371,0.107175295,0.291553134,38,2.416666667,3,44,0
3,3,4,0.095238095,0,2,0.000619426,0.024390244,995,0.269905319,1,1,0.143917128,0.871681416,5.200934579,12,0.066371681,5.027272727,27,100,9.292035398,45,0.420971687,0.149071198,0.843274043,0.555555556,0.015625,0.142857143,0.015873016,0.349206349,7.103896104,0.258064516,5.225806452,0.596774194,32.66129032,0,2.483870968,0.129032258,0.111111111,1.333333333,0.725806452,37,3,101,7,496,19,4.5700694,3163.585151,64,63,63,57,1,61,62,63,101,101,0,0,0,0.526039178,0.056378404,0,0.153368371,0.107175295,0.291553134,38,2.416666667,3,44,0
3,1,4,0.095238095,0,138,0,0,795.3333333,0,1,0,0.254719079,0.927777778,4.94011976,11,0,5.963114754,29,0,11.48333333,45,0.54229179,0.11785113,0.912870929,0.282608696,0,0.02173913,0.021276596,0.260869565,7.943548387,0.304347826,4.47826087,0.434782609,34.32608696,0,2.695652174,0,0,1.695652174,1,21,2,92,8,285,25,4.632314601,2155.737006,46,32,46,32,1,32,1,1,0,0,92,43.96774194,0,0.585813806,0.036098797,0.047498417,0.157061431,0.061621622,0.268108108,22,2,2,30,1
3,2,4,0.095238095,0,138,0,0,795.3333333,0,1,0,0.254719079,0.927777778,4.94011976,11,0,5.963114754,29,0,11.48333333,45,0.54229179,0.11785113,0.912870929,0.282608696,0,0.02173913,0.021276596,0.260869565,7.943548387,0.304347826,4.47826087,0.434782609,34.32608696,0,2.695652174,0,0,1.695652174,1,21,2,92,8,285,25,4.632314601,2155.737006,46,32,46,32,1,32,1,1,0,0,92,43.96774194,0,0.585813806,0.036098797,0.047498417,0.157061431,0.061621622,0.268108108,22,2,2,30,0
